房间,https://www.bilibili.com/video/BV1oD4y1L7vs/
我的心好冷,https://www.bilibili.com/video/BV1cG4y1E79K/
酸酸甜甜就是我,https://www.bilibili.com/video/BV1224y1S7LY/
不老梦,https://www.bilibili.com/video/BV1624y1m7Mh/
赤伶,https://www.bilibili.com/video/BV143411X7En/
繁华梦,https://www.bilibili.com/video/BV17W4y1K722/
天边外,https://www.bilibili.com/video/BV1e84y1x7u8/
浮生未歇,https://www.bilibili.com/video/BV1yA411D7HX/
小星星,https://www.bilibili.com/video/BV1UY411m7jz/
βios（拔剑神曲）,https://www.bilibili.com/video/BV1WK411B7JL/
猪猪侠,https://www.bilibili.com/video/BV1Dg411b7LQ/
告白气球,https://www.bilibili.com/video/BV18M41117qp/
Row Row Row Your Boat,https://www.bilibili.com/video/BV1td4y1a7me/
雨爱,https://www.bilibili.com/video/BV1pP4y1q77H/
告白气球,https://www.bilibili.com/video/BV18e4y1j79i/
红梅白雪知,https://www.bilibili.com/video/BV15g41147Dy/
P.S.我爱你,https://www.bilibili.com/video/BV1q8411J7ts/
岁月神偷,https://www.bilibili.com/video/BV1124y1S7vE/
借我,https://www.bilibili.com/video/BV1MM41167yM/
我等到花儿也谢了,https://www.bilibili.com/video/BV1tK411R7kZ/
化作孤岛的蓝鲸,https://www.bilibili.com/video/BV1h14y1E7Ee/
猪猪侠,https://www.bilibili.com/video/BV1WW4y1p7ST/
赤伶,https://www.bilibili.com/video/BV1a14y1E7aB/
泡沫,https://www.bilibili.com/video/BV11P411T7Kh/
棠梨煎雪,https://www.bilibili.com/video/BV12G4y197cQ/
贝加尔湖畔,https://www.bilibili.com/video/BV11d4y1x7Ch/
真的傻,https://www.bilibili.com/video/BV1g8411j7WF/
绿洲,https://www.bilibili.com/video/BV1wP411g7Sy/
寻人启事,https://www.bilibili.com/video/BV1fD4y1a73P/
嘉宾,https://www.bilibili.com/video/BV1RP4y1X7A8/
再见,https://www.bilibili.com/video/BV1cG411u7C7/
爱无反顾,https://www.bilibili.com/video/BV1Fg411W7M9/
鱼,https://www.bilibili.com/video/BV1x84y1k7Jx/
秋水长天,https://www.bilibili.com/video/BV1TR4y1y786/
霞光,https://www.bilibili.com/video/BV1qd4y1x7Vn/
离歌,https://www.bilibili.com/video/BV1EK411R7NH/
玛依拉变奏曲,https://www.bilibili.com/video/BV1jG4y1G7jR/
你把我灌醉,https://www.bilibili.com/video/BV1hg411W7nB/
昔言,https://www.bilibili.com/video/BV1584y1k7Fb/
千古,https://www.bilibili.com/video/BV1c841157Z7/
棠梨煎雪,https://www.bilibili.com/video/BV1E44y1Q7Bu/
是否爱过我,https://www.bilibili.com/video/BV1bK411X7x6/
相思,https://www.bilibili.com/video/BV1DP4y197Rm/
雪落下的声音,https://www.bilibili.com/video/BV1n84y167jP/
赤伶,https://www.bilibili.com/video/BV1ve411N7bo/
ScarboroughFair（斯卡洛布集市）,https://www.bilibili.com/video/BV1444y1Q7Y4/
可乐,https://www.bilibili.com/video/BV1nG411u7gJ/
离歌,https://www.bilibili.com/video/BV1hG4y1R7pC/
三寸天堂,https://www.bilibili.com/video/BV1rP4y197of/
嘉宾,https://www.bilibili.com/video/BV1xP4y197Bn/
天下无双,https://www.bilibili.com/video/BV1Ev4y1o76s/
当时,https://www.bilibili.com/video/BV1re411N7jp/
一杯美酒,https://www.bilibili.com/video/BV1u84y167RY/
人世间,https://www.bilibili.com/video/BV15P411M7g7/
阿楚姑娘,https://www.bilibili.com/video/BV1d44y1U7gz/
摇篮曲,https://www.bilibili.com/video/BV1pd4y147Gn/
新衣回角色歌《鱼》,https://www.bilibili.com/video/BV1NP411M7vz/
猪之歌,https://www.bilibili.com/video/BV19K411R7zP/
新衣回下播曲《姗姗》,https://www.bilibili.com/video/BV15e4y1378C/
夜航星,https://www.bilibili.com/video/BV11e4y1u7Ac/
玫瑰少年,https://www.bilibili.com/video/BV1PD4y1e71s/
咖喱咖喱,https://www.bilibili.com/video/BV1EG4y1V7nu/
绒花,https://www.bilibili.com/video/BV1DP4y1Q7K2/
βios（拔剑神曲）,https://www.bilibili.com/video/BV1mG411T7gn/
坏女孩（内有电鱼）,https://www.bilibili.com/video/BV1Ye4y1u7Ab/
敕勒歌,https://www.bilibili.com/video/BV1QP4y1Q7rQ/
心中想的还是他,https://www.bilibili.com/video/BV1E14y1K7Wm/
天堂岛之歌,https://www.bilibili.com/video/BV1SW4y1u7DW/
如愿,https://www.bilibili.com/video/BV1844y1S7W7/
人世间,https://www.bilibili.com/video/BV1Jv4y1R7Vf/
千年之恋,https://www.bilibili.com/video/BV1a84y167Le/
大鱼,https://www.bilibili.com/video/BV1XR4y1k7LF/
锦鲤抄,https://www.bilibili.com/video/BV1q841157cP/
玫瑰少年,https://www.bilibili.com/video/BV11g411H7n9/
当时,https://www.bilibili.com/video/BV1fD4y1Y7m8/
漠河舞厅,https://www.bilibili.com/video/BV1nP4y1X7qv/
潮涌悲歌,https://www.bilibili.com/video/BV1T44y1D7EP/
雨爱,https://www.bilibili.com/video/BV1Fg411n7CP/
大鱼,https://www.bilibili.com/video/BV1kG411N7PL/
原谅,https://www.bilibili.com/video/BV1EP4y1X7GH/
左手指月,https://www.bilibili.com/video/BV1UP411K7Wo/
紫,https://www.bilibili.com/video/BV1Q8411G7QH/
唯一,https://www.bilibili.com/video/BV12V4y1P7qU/
紫,https://www.bilibili.com/video/BV1zg411J7Pd/
我爱你中国,https://www.bilibili.com/video/BV11W4y1g7SY/
胡桃夹子,https://www.bilibili.com/video/BV1j8411V72q/
可念不可说,https://www.bilibili.com/video/BV1a8411G7Sy/
歌者,https://www.bilibili.com/video/BV1EP411T7wZ/
爱你,https://www.bilibili.com/video/BV1z8411V71L/
猪猪侠,https://www.bilibili.com/video/BV1PK411r7uU/
涌潮悲歌,https://www.bilibili.com/video/BV1xR4y1r7wz/
绒花,https://www.bilibili.com/video/BV1DV4y1w7fU/
难生恨,https://www.bilibili.com/video/BV1me411P75a/
我等到花儿也谢了,https://www.bilibili.com/video/BV1c8411p7dF/
昭君,https://www.bilibili.com/video/BV14P4y1D7ZT/
天下无双,https://www.bilibili.com/video/BV128411V7YJ/
天堂岛之歌,https://www.bilibili.com/video/BV1cv4y197Ec/
嘉宾,https://www.bilibili.com/video/BV1AR4y1y7Vi/
阿拉斯加海湾,https://www.bilibili.com/video/BV1G8411p7CR/
父亲,https://www.bilibili.com/video/BV1CV4y1A74L/
左手指月（但是凌晨两点）,https://www.bilibili.com/video/BV1re411w7xZ/
歌者（但是凌晨两点）,https://www.bilibili.com/video/BV1G14y1N7Cn/
身骑白马,https://www.bilibili.com/video/BV1wK411z7uU/
如愿,https://www.bilibili.com/video/BV1qA41197uX/
眉间雪,https://www.bilibili.com/video/BV1K24y1D7L2/
好运来,https://www.bilibili.com/video/BV1G24y1D7TC/
灯火里的中国,https://www.bilibili.com/video/BV1mG4y1u7tm/
难忘今宵（后面的忘了）,https://www.bilibili.com/video/BV1Hg411E7a9/
难生恨,https://www.bilibili.com/video/BV1bV4y1A787/
身世,https://www.bilibili.com/video/BV1eA411974h/
时间都去哪了,https://www.bilibili.com/video/BV1NK411z7Fg/
刻在我心中的名字,https://www.bilibili.com/video/BV1ye411w7Pc/
猪之歌,https://www.bilibili.com/video/BV1F14y1K76g/
与你有关,https://www.bilibili.com/video/BV16W4y1T7VB/
生日祝福歌,https://www.bilibili.com/video/BV1MK411z7ZG/
巴啦啦小魔仙,https://www.bilibili.com/video/BV1kd4y1Y7zT/
风萤月,https://www.bilibili.com/video/BV1GA411R7dQ/
炫境,https://www.bilibili.com/video/BV13D4y1h7Kd/
棠梨煎雪,https://www.bilibili.com/video/BV1914y1N7q2/
别看我只是一只羊,https://www.bilibili.com/video/BV1U14y1N7t4/
大家一起喜羊羊,https://www.bilibili.com/video/BV1jV4y1c7jV/
中国话,https://www.bilibili.com/video/BV1nv4y1Q7Uo/
Thinkofme,https://www.bilibili.com/video/BV1Xe411F7jh/
Thinkofme,https://www.bilibili.com/video/BV15v4y1Q7yf/
身世,https://www.bilibili.com/video/BV1r14y1N7gP/
我等到花儿也谢了,https://www.bilibili.com/video/BV1qR4y167my/
阿楚姑娘,https://www.bilibili.com/video/BV1w8411H7Db/
空心,https://www.bilibili.com/video/BV1QV4y1c7pv/
体面,https://www.bilibili.com/video/BV1aP4y1B7Mg/
空心,https://www.bilibili.com/video/BV1gK41167AY/
最长的电影,https://www.bilibili.com/video/BV14R4y167zG/
暗香,https://www.bilibili.com/video/BV1Xe411F79j/
过火,https://www.bilibili.com/video/BV13R4y1r7mo/
分手快乐,https://www.bilibili.com/video/BV1NA411X7Ms/
说散就散,https://www.bilibili.com/video/BV1wK41167oG/
我等到花儿也谢了,https://www.bilibili.com/video/BV1pM411m7y5/
猪之歌,https://www.bilibili.com/video/BV1rR4y167e1/
当时,https://www.bilibili.com/video/BV13M411m7Lz/
不老梦,https://www.bilibili.com/video/BV1z84y1s7NE/